classifier,k,modulus,residue,next_tail,probability_fraction,probability,geometric_fraction,geometric_probability,diff_vs_geometric,abs_diff_vs_geometric
q_mod,5,32,21,9,1/102,0.009803921569,1/512,0.001953125000,0.007850796569,0.007850796569
q_mod,5,32,21,10,1/204,0.004901960784,1/1024,0.000976562500,0.003925398284,0.003925398284
q_mod,5,32,21,ge_11,1/204,0.004901960784,1/1024,0.000976562500,0.003925398284,0.003925398284
q_mod,5,32,23,1,8/15,0.533333333333,1/2,0.500000000000,0.033333333333,0.033333333333
q_mod,5,32,23,2,49/255,0.192156862745,1/4,0.250000000000,-0.057843137255,0.057843137255
q_mod,5,32,23,3,13/51,0.254901960784,1/8,0.125000000000,0.129901960784,0.129901960784
q_mod,5,32,23,4,1/102,0.009803921569,1/16,0.062500000000,-0.052696078431,0.052696078431
q_mod,5,32,23,5,1/204,0.004901960784,1/32,0.031250000000,-0.026348039216,0.026348039216
q_mod,5,32,23,6,1/408,0.002450980392,1/64,0.015625000000,-0.013174019608,0.013174019608
q_mod,5,32,23,7,1/816,0.001225490196,1/128,0.007812500000,-0.006587009804,0.006587009804
q_mod,5,32,23,8,1/1632,0.000612745098,1/256,0.003906250000,-0.003293504902,0.003293504902
q_mod,5,32,23,9,1/3264,0.000306372549,1/512,0.001953125000,-0.001646752451,0.001646752451
q_mod,5,32,23,10,1/6528,0.000153186275,1/1024,0.000976562500,-0.000823376225,0.000823376225
q_mod,5,32,23,ge_11,1/6528,0.000153186275,1/1024,0.000976562500,-0.000823376225,0.000823376225
q_mod,5,32,25,1,44/51,0.862745098039,1/2,0.500000000000,0.362745098039,0.362745098039
q_mod,5,32,25,2,7/102,0.068627450980,1/4,0.250000000000,-0.181372549020,0.181372549020
q_mod,5,32,25,3,7/204,0.034313725490,1/8,0.125000000000,-0.090686274510,0.090686274510
q_mod,5,32,25,4,7/408,0.017156862745,1/16,0.062500000000,-0.045343137255,0.045343137255
q_mod,5,32,25,5,7/816,0.008578431373,1/32,0.031250000000,-0.022671568627,0.022671568627
q_mod,5,32,25,6,7/1632,0.004289215686,1/64,0.015625000000,-0.011335784314,0.011335784314
q_mod,5,32,25,7,7/3264,0.002144607843,1/128,0.007812500000,-0.005667892157,0.005667892157
q_mod,5,32,25,8,7/6528,0.001072303922,1/256,0.003906250000,-0.002833946078,0.002833946078
q_mod,5,32,25,9,7/13056,0.000536151961,1/512,0.001953125000,-0.001416973039,0.001416973039
q_mod,5,32,25,10,7/26112,0.000268075980,1/1024,0.000976562500,-0.000708486520,0.000708486520
q_mod,5,32,25,ge_11,7/26112,0.000268075980,1/1024,0.000976562500,-0.000708486520,0.000708486520
q_mod,5,32,27,1,31/51,0.607843137255,1/2,0.500000000000,0.107843137255,0.107843137255
q_mod,5,32,27,2,10/51,0.196078431373,1/4,0.250000000000,-0.053921568627,0.053921568627
q_mod,5,32,27,3,5/51,0.098039215686,1/8,0.125000000000,-0.026960784314,0.026960784314
q_mod,5,32,27,4,5/102,0.049019607843,1/16,0.062500000000,-0.013480392157,0.013480392157
q_mod,5,32,27,5,5/204,0.024509803922,1/32,0.031250000000,-0.006740196078,0.006740196078
q_mod,5,32,27,6,5/408,0.012254901961,1/64,0.015625000000,-0.003370098039,0.003370098039
q_mod,5,32,27,7,5/816,0.006127450980,1/128,0.007812500000,-0.001685049020,0.001685049020
q_mod,5,32,27,8,5/1632,0.003063725490,1/256,0.003906250000,-0.000842524510,0.000842524510
q_mod,5,32,27,9,5/3264,0.001531862745,1/512,0.001953125000,-0.000421262255,0.000421262255
q_mod,5,32,27,10,5/6528,0.000765931373,1/1024,0.000976562500,-0.000210631127,0.000210631127
q_mod,5,32,27,ge_11,5/6528,0.000765931373,1/1024,0.000976562500,-0.000210631127,0.000210631127
q_mod,5,32,29,1,4/15,0.266666666667,1/2,0.500000000000,-0.233333333333,0.233333333333
q_mod,5,32,29,2,152/255,0.596078431373,1/4,0.250000000000,0.346078431373,0.346078431373
q_mod,5,32,29,3,13/102,0.127450980392,1/8,0.125000000000,0.002450980392,0.002450980392
q_mod,5,32,29,4,1/204,0.004901960784,1/16,0.062500000000,-0.057598039216,0.057598039216
q_mod,5,32,29,5,1/408,0.002450980392,1/32,0.031250000000,-0.028799019608,0.028799019608
q_mod,5,32,29,6,1/816,0.001225490196,1/64,0.015625000000,-0.014399509804,0.014399509804
q_mod,5,32,29,7,1/1632,0.000612745098,1/128,0.007812500000,-0.007199754902,0.007199754902
q_mod,5,32,29,8,1/3264,0.000306372549,1/256,0.003906250000,-0.003599877451,0.003599877451
q_mod,5,32,29,9,1/6528,0.000153186275,1/512,0.001953125000,-0.001799938725,0.001799938725
q_mod,5,32,29,10,1/13056,0.000076593137,1/1024,0.000976562500,-0.000899969363,0.000899969363
q_mod,5,32,29,ge_11,1/13056,0.000076593137,1/1024,0.000976562500,-0.000899969363,0.000899969363
q_mod,5,32,31,1,2/15,0.133333333333,1/2,0.500000000000,-0.366666666667,0.366666666667
q_mod,5,32,31,2,76/255,0.298039215686,1/4,0.250000000000,0.048039215686,0.048039215686
q_mod,5,32,31,3,16/51,0.313725490196,1/8,0.125000000000,0.188725490196,0.188725490196
q_mod,5,32,31,4,13/102,0.127450980392,1/16,0.062500000000,0.064950980392,0.064950980392
q_mod,5,32,31,5,13/204,0.063725490196,1/32,0.031250000000,0.032475490196,0.032475490196
q_mod,5,32,31,6,13/408,0.031862745098,1/64,0.015625000000,0.016237745098,0.016237745098
q_mod,5,32,31,7,13/816,0.015931372549,1/128,0.007812500000,0.008118872549,0.008118872549
q_mod,5,32,31,8,13/1632,0.007965686275,1/256,0.003906250000,0.004059436275,0.004059436275
q_mod,5,32,31,9,13/3264,0.003982843137,1/512,0.001953125000,0.002029718137,0.002029718137
q_mod,5,32,31,10,13/6528,0.001991421569,1/1024,0.000976562500,0.001014859069,0.001014859069
q_mod,5,32,31,ge_11,13/6528,0.001991421569,1/1024,0.000976562500,0.001014859069,0.001014859069
q_mod,6,64,1,1,25745/26214,0.982108796826,1/2,0.500000000000,0.482108796826,0.482108796826
q_mod,6,64,1,2,877/52428,0.016727702754,1/4,0.250000000000,-0.233272297246,0.233272297246
q_mod,6,64,1,3,61/104856,0.000581750210,1/8,0.125000000000,-0.124418249790,0.124418249790
q_mod,6,64,1,4,61/209712,0.000290875105,1/16,0.062500000000,-0.062209124895,0.062209124895
q_mod,6,64,1,5,61/419424,0.000145437552,1/32,0.031250000000,-0.031104562448,0.031104562448
q_mod,6,64,1,6,61/838848,0.000072718776,1/64,0.015625000000,-0.015552281224,0.015552281224
q_mod,6,64,1,7,61/1677696,0.000036359388,1/128,0.007812500000,-0.007776140612,0.007776140612
q_mod,6,64,1,8,61/3355392,0.000018179694,1/256,0.003906250000,-0.003888070306,0.003888070306
q_mod,6,64,1,9,61/6710784,0.000009089847,1/512,0.001953125000,-0.001944035153,0.001944035153
q_mod,6,64,1,10,61/13421568,0.000004544924,1/1024,0.000976562500,-0.000972017576,0.000972017576
q_mod,6,64,1,ge_11,61/13421568,0.000004544924,1/1024,0.000976562500,-0.000972017576,0.000972017576
q_mod,6,64,3,1,12638/13107,0.964217593652,1/2,0.500000000000,0.464217593652,0.464217593652
q_mod,6,64,3,2,877/26214,0.033455405509,1/4,0.250000000000,-0.216544594491,0.216544594491
q_mod,6,64,3,3,61/52428,0.001163500420,1/8,0.125000000000,-0.123836499580,0.123836499580
q_mod,6,64,3,4,61/104856,0.000581750210,1/16,0.062500000000,-0.061918249790,0.061918249790
q_mod,6,64,3,5,61/209712,0.000290875105,1/32,0.031250000000,-0.030959124895,0.030959124895
q_mod,6,64,3,6,61/419424,0.000145437552,1/64,0.015625000000,-0.015479562448,0.015479562448
q_mod,6,64,3,7,61/838848,0.000072718776,1/128,0.007812500000,-0.007739781224,0.007739781224
q_mod,6,64,3,8,61/1677696,0.000036359388,1/256,0.003906250000,-0.003869890612,0.003869890612
q_mod,6,64,3,9,61/3355392,0.000018179694,1/512,0.001953125000,-0.001934945306,0.001934945306
q_mod,6,64,3,10,61/6710784,0.000009089847,1/1024,0.000976562500,-0.000967472653,0.000967472653
q_mod,6,64,3,ge_11,61/6710784,0.000009089847,1/1024,0.000976562500,-0.000967472653,0.000967472653
q_mod,6,64,5,1,1/15,0.066666666667,1/2,0.500000000000,-0.433333333333,0.433333333333
q_mod,6,64,5,2,98/255,0.384313725490,1/4,0.250000000000,0.134313725490,0.134313725490
q_mod,6,64,5,3,6580/13107,0.502021820401,1/8,0.125000000000,0.377021820401,0.377021820401
q_mod,6,64,5,4,104/13107,0.007934691386,1/16,0.062500000000,-0.054565308614,0.054565308614
q_mod,6,64,5,5,256/13107,0.019531548028,1/32,0.031250000000,-0.011718451972,0.011718451972
q_mod,6,64,5,6,128/13107,0.009765774014,1/64,0.015625000000,-0.005859225986,0.005859225986
q_mod,6,64,5,7,64/13107,0.004882887007,1/128,0.007812500000,-0.002929612993,0.002929612993
q_mod,6,64,5,8,32/13107,0.002441443503,1/256,0.003906250000,-0.001464806497,0.001464806497
q_mod,6,64,5,9,16/13107,0.001220721752,1/512,0.001953125000,-0.000732403248,0.000732403248
q_mod,6,64,5,10,8/13107,0.000610360876,1/1024,0.000976562500,-0.000366201624,0.000366201624
q_mod,6,64,5,ge_11,8/13107,0.000610360876,1/1024,0.000976562500,-0.000366201624,0.000366201624
q_mod,6,64,7,1,8/15,0.533333333333,1/2,0.500000000000,0.033333333333,0.033333333333
q_mod,6,64,7,2,19/255,0.074509803922,1/4,0.250000000000,-0.175490196078,0.175490196078
q_mod,6,64,7,3,212/13107,0.016174563210,1/8,0.125000000000,-0.108825436790,0.108825436790
q_mod,6,64,7,4,832/13107,0.063477531090,1/16,0.062500000000,0.000977531090,0.000977531090
q_mod,6,64,7,5,2048/13107,0.156252384222,1/32,0.031250000000,0.125002384222,0.125002384222
q_mod,6,64,7,6,1024/13107,0.078126192111,1/64,0.015625000000,0.062501192111,0.062501192111
q_mod,6,64,7,7,512/13107,0.039063096056,1/128,0.007812500000,0.031250596056,0.031250596056
q_mod,6,64,7,8,256/13107,0.019531548028,1/256,0.003906250000,0.015625298028,0.015625298028
q_mod,6,64,7,9,128/13107,0.009765774014,1/512,0.001953125000,0.007812649014,0.007812649014
q_mod,6,64,7,10,64/13107,0.004882887007,1/1024,0.000976562500,0.003906324507,0.003906324507
q_mod,6,64,7,ge_11,64/13107,0.004882887007,1/1024,0.000976562500,0.003906324507,0.003906324507
q_mod,6,64,9,1,12169/13107,0.928435187304,1/2,0.500000000000,0.428435187304,0.428435187304
q_mod,6,64,9,2,877/13107,0.066910811017,1/4,0.250000000000,-0.183089188983,0.183089188983
q_mod,6,64,9,3,61/26214,0.002327000839,1/8,0.125000000000,-0.122672999161,0.122672999161
q_mod,6,64,9,4,61/52428,0.001163500420,1/16,0.062500000000,-0.061336499580,0.061336499580
q_mod,6,64,9,5,61/104856,0.000581750210,1/32,0.031250000000,-0.030668249790,0.030668249790
q_mod,6,64,9,6,61/209712,0.000290875105,1/64,0.015625000000,-0.015334124895,0.015334124895
q_mod,6,64,9,7,61/419424,0.000145437552,1/128,0.007812500000,-0.007667062448,0.007667062448
q_mod,6,64,9,8,61/838848,0.000072718776,1/256,0.003906250000,-0.003833531224,0.003833531224
q_mod,6,64,9,9,61/1677696,0.000036359388,1/512,0.001953125000,-0.001916765612,0.001916765612
q_mod,6,64,9,10,61/3355392,0.000018179694,1/1024,0.000976562500,-0.000958382806,0.000958382806
q_mod,6,64,9,ge_11,61/3355392,0.000018179694,1/1024,0.000976562500,-0.000958382806,0.000958382806
q_mod,6,64,11,1,9305/13107,0.709925993744,1/2,0.500000000000,0.209925993744,0.209925993744
q_mod,6,64,11,2,1850/13107,0.141145952544,1/4,0.250000000000,-0.108854047456,0.108854047456
q_mod,6,64,11,3,976/13107,0.074464026856,1/8,0.125000000000,-0.050535973144,0.050535973144
q_mod,6,64,11,4,488/13107,0.037232013428,1/16,0.062500000000,-0.025267986572,0.025267986572
q_mod,6,64,11,5,244/13107,0.018616006714,1/32,0.031250000000,-0.012633993286,0.012633993286
q_mod,6,64,11,6,122/13107,0.009308003357,1/64,0.015625000000,-0.006316996643,0.006316996643
q_mod,6,64,11,7,61/13107,0.004654001678,1/128,0.007812500000,-0.003158498322,0.003158498322
q_mod,6,64,11,8,61/26214,0.002327000839,1/256,0.003906250000,-0.001579249161,0.001579249161
q_mod,6,64,11,9,61/52428,0.001163500420,1/512,0.001953125000,-0.000789624580,0.000789624580
q_mod,6,64,11,10,61/104856,0.000581750210,1/1024,0.000976562500,-0.000394812290,0.000394812290
q_mod,6,64,11,ge_11,61/104856,0.000581750210,1/1024,0.000976562500,-0.000394812290,0.000394812290
q_mod,6,64,13,1,4/15,0.266666666667,1/2,0.500000000000,-0.233333333333,0.233333333333
q_mod,6,64,13,2,137/255,0.537254901961,1/4,0.250000000000,0.287254901961,0.287254901961
q_mod,6,64,13,3,922/13107,0.070344090944,1/8,0.125000000000,-0.054655909056,0.054655909056
q_mod,6,64,13,4,1640/13107,0.125123979553,1/16,0.062500000000,0.062623979553,0.062623979553
q_mod,6,64,13,5,4/13107,0.000305180438,1/32,0.031250000000,-0.030944819562,0.030944819562
q_mod,6,64,13,6,2/13107,0.000152590219,1/64,0.015625000000,-0.015472409781,0.015472409781
q_mod,6,64,13,7,1/13107,0.000076295109,1/128,0.007812500000,-0.007736204891,0.007736204891
q_mod,6,64,13,8,1/26214,0.000038147555,1/256,0.003906250000,-0.003868102445,0.003868102445
q_mod,6,64,13,9,1/52428,0.000019073777,1/512,0.001953125000,-0.001934051223,0.001934051223
q_mod,6,64,13,10,1/104856,0.000009536889,1/1024,0.000976562500,-0.000967025611,0.000967025611
q_mod,6,64,13,ge_11,1/104856,0.000009536889,1/1024,0.000976562500,-0.000967025611,0.000967025611
q_mod,6,64,15,1,2/15,0.133333333333,1/2,0.500000000000,-0.366666666667,0.366666666667
q_mod,6,64,15,2,196/255,0.768627450980,1/4,0.250000000000,0.518627450980,0.518627450980
q_mod,6,64,15,3,53/13107,0.004043640803,1/8,0.125000000000,-0.120956359197,0.120956359197
q_mod,6,64,15,4,208/13107,0.015869382773,1/16,0.062500000000,-0.046630617227,0.046630617227
q_mod,6,64,15,5,512/13107,0.039063096056,1/32,0.031250000000,0.007813096056,0.007813096056
q_mod,6,64,15,6,256/13107,0.019531548028,1/64,0.015625000000,0.003906548028,0.003906548028
q_mod,6,64,15,7,128/13107,0.009765774014,1/128,0.007812500000,0.001953274014,0.001953274014
q_mod,6,64,15,8,64/13107,0.004882887007,1/256,0.003906250000,0.000976637007,0.000976637007
q_mod,6,64,15,9,32/13107,0.002441443503,1/512,0.001953125000,0.000488318503,0.000488318503
q_mod,6,64,15,10,16/13107,0.001220721752,1/1024,0.000976562500,0.000244159252,0.000244159252
q_mod,6,64,15,ge_11,16/13107,0.001220721752,1/1024,0.000976562500,0.000244159252,0.000244159252
q_mod,6,64,17,1,9355/13107,0.713740749218,1/2,0.500000000000,0.213740749218,0.213740749218
q_mod,6,64,17,2,3508/13107,0.267643244068,1/4,0.250000000000,0.017643244068,0.017643244068
q_mod,6,64,17,3,122/13107,0.009308003357,1/8,0.125000000000,-0.115691996643,0.115691996643
q_mod,6,64,17,4,61/13107,0.004654001678,1/16,0.062500000000,-0.057845998322,0.057845998322
q_mod,6,64,17,5,61/26214,0.002327000839,1/32,0.031250000000,-0.028922999161,0.028922999161
q_mod,6,64,17,6,61/52428,0.001163500420,1/64,0.015625000000,-0.014461499580,0.014461499580
q_mod,6,64,17,7,61/104856,0.000581750210,1/128,0.007812500000,-0.007230749790,0.007230749790
q_mod,6,64,17,8,61/209712,0.000290875105,1/256,0.003906250000,-0.003615374895,0.003615374895
q_mod,6,64,17,9,61/419424,0.000145437552,1/512,0.001953125000,-0.001807687448,0.001807687448
q_mod,6,64,17,10,61/838848,0.000072718776,1/1024,0.000976562500,-0.000903843724,0.000903843724
q_mod,6,64,17,ge_11,61/838848,0.000072718776,1/1024,0.000976562500,-0.000903843724,0.000903843724
q_mod,6,64,19,1,5705/13107,0.435263599603,1/2,0.500000000000,-0.064736400397,0.064736400397
q_mod,6,64,19,2,437/13107,0.033340962844,1/4,0.250000000000,-0.216659037156,0.216659037156
q_mod,6,64,19,3,6965/26214,0.265697718776,1/8,0.125000000000,0.140697718776,0.140697718776
q_mod,6,64,19,4,6965/52428,0.132848859388,1/16,0.062500000000,0.070348859388,0.070348859388
q_mod,6,64,19,5,6965/104856,0.066424429694,1/32,0.031250000000,0.035174429694,0.035174429694
q_mod,6,64,19,6,6965/209712,0.033212214847,1/64,0.015625000000,0.017587214847,0.017587214847
q_mod,6,64,19,7,6965/419424,0.016606107424,1/128,0.007812500000,0.008793607424,0.008793607424
q_mod,6,64,19,8,6965/838848,0.008303053712,1/256,0.003906250000,0.004396803712,0.004396803712
q_mod,6,64,19,9,6965/1677696,0.004151526856,1/512,0.001953125000,0.002198401856,0.002198401856
q_mod,6,64,19,10,6965/3355392,0.002075763428,1/1024,0.000976562500,0.001099200928,0.001099200928
q_mod,6,64,19,ge_11,6965/3355392,0.002075763428,1/1024,0.000976562500,0.001099200928,0.001099200928
q_mod,6,64,21,1,1/15,0.066666666667,1/2,0.500000000000,-0.433333333333,0.433333333333
q_mod,6,64,21,2,38/255,0.149019607843,1/4,0.250000000000,-0.100980392157,0.100980392157
q_mod,6,64,21,3,424/13107,0.032349126421,1/8,0.125000000000,-0.092650873579,0.092650873579
q_mod,6,64,21,4,1664/13107,0.126955062181,1/16,0.062500000000,0.064455062181,0.064455062181
q_mod,6,64,21,5,4096/13107,0.312504768444,1/32,0.031250000000,0.281254768444,0.281254768444
q_mod,6,64,21,6,2048/13107,0.156252384222,1/64,0.015625000000,0.140627384222,0.140627384222
q_mod,6,64,21,7,1024/13107,0.078126192111,1/128,0.007812500000,0.070313692111,0.070313692111
q_mod,6,64,21,8,512/13107,0.039063096056,1/256,0.003906250000,0.035156846056,0.035156846056
q_mod,6,64,21,9,256/13107,0.019531548028,1/512,0.001953125000,0.017578423028,0.017578423028
q_mod,6,64,21,10,128/13107,0.009765774014,1/1024,0.000976562500,0.008789211514,0.008789211514
q_mod,6,64,21,ge_11,128/13107,0.009765774014,1/1024,0.000976562500,0.008789211514,0.008789211514
q_mod,6,64,23,1,8/15,0.533333333333,1/2,0.500000000000,0.033333333333,0.033333333333
q_mod,6,64,23,2,49/255,0.192156862745,1/4,0.250000000000,-0.057843137255,0.057843137255
q_mod,6,64,23,3,3290/13107,0.251010910201,1/8,0.125000000000,0.126010910201,0.126010910201
q_mod,6,64,23,4,52/13107,0.003967345693,1/16,0.062500000000,-0.058532654307,0.058532654307
q_mod,6,64,23,5,128/13107,0.009765774014,1/32,0.031250000000,-0.021484225986,0.021484225986
q_mod,6,64,23,6,64/13107,0.004882887007,1/64,0.015625000000,-0.010742112993,0.010742112993
q_mod,6,64,23,7,32/13107,0.002441443503,1/128,0.007812500000,-0.005371056497,0.005371056497
q_mod,6,64,23,8,16/13107,0.001220721752,1/256,0.003906250000,-0.002685528248,0.002685528248
q_mod,6,64,23,9,8/13107,0.000610360876,1/512,0.001953125000,-0.001342764124,0.001342764124
q_mod,6,64,23,10,4/13107,0.000305180438,1/1024,0.000976562500,-0.000671382062,0.000671382062
q_mod,6,64,23,ge_11,4/13107,0.000305180438,1/1024,0.000976562500,-0.000671382062,0.000671382062
q_mod,6,64,25,1,11206/13107,0.854962996872,1/2,0.500000000000,0.354962996872,0.354962996872
q_mod,6,64,25,2,925/13107,0.070572976272,1/4,0.250000000000,-0.179427023728,0.179427023728
q_mod,6,64,25,3,488/13107,0.037232013428,1/8,0.125000000000,-0.087767986572,0.087767986572
q_mod,6,64,25,4,244/13107,0.018616006714,1/16,0.062500000000,-0.043883993286,0.043883993286
q_mod,6,64,25,5,122/13107,0.009308003357,1/32,0.031250000000,-0.021941996643,0.021941996643
q_mod,6,64,25,6,61/13107,0.004654001678,1/64,0.015625000000,-0.010970998322,0.010970998322
q_mod,6,64,25,7,61/26214,0.002327000839,1/128,0.007812500000,-0.005485499161,0.005485499161
q_mod,6,64,25,8,61/52428,0.001163500420,1/256,0.003906250000,-0.002742749580,0.002742749580
q_mod,6,64,25,9,61/104856,0.000581750210,1/512,0.001953125000,-0.001371374790,0.001371374790
q_mod,6,64,25,10,61/209712,0.000290875105,1/1024,0.000976562500,-0.000685687395,0.000685687395
q_mod,6,64,25,ge_11,61/209712,0.000290875105,1/1024,0.000976562500,-0.000685687395,0.000685687395
q_mod,6,64,27,1,11231/13107,0.856870374609,1/2,0.500000000000,0.356870374609,0.356870374609
q_mod,6,64,27,2,1754/13107,0.133821622034,1/4,0.250000000000,-0.116178377966,0.116178377966
q_mod,6,64,27,3,61/13107,0.004654001678,1/8,0.125000000000,-0.120345998322,0.120345998322
q_mod,6,64,27,4,61/26214,0.002327000839,1/16,0.062500000000,-0.060172999161,0.060172999161
q_mod,6,64,27,5,61/52428,0.001163500420,1/32,0.031250000000,-0.030086499580,0.030086499580
q_mod,6,64,27,6,61/104856,0.000581750210,1/64,0.015625000000,-0.015043249790,0.015043249790
q_mod,6,64,27,7,61/209712,0.000290875105,1/128,0.007812500000,-0.007521624895,0.007521624895
q_mod,6,64,27,8,61/419424,0.000145437552,1/256,0.003906250000,-0.003760812448,0.003760812448
q_mod,6,64,27,9,61/838848,0.000072718776,1/512,0.001953125000,-0.001880406224,0.001880406224
q_mod,6,64,27,10,61/1677696,0.000036359388,1/1024,0.000976562500,-0.000940203112,0.000940203112
q_mod,6,64,27,ge_11,61/1677696,0.000036359388,1/1024,0.000976562500,-0.000940203112,0.000940203112
q_mod,6,64,29,1,4/15,0.266666666667,1/2,0.500000000000,-0.233333333333,0.233333333333
q_mod,6,64,29,2,152/255,0.596078431373,1/4,0.250000000000,0.346078431373,0.346078431373
q_mod,6,64,29,3,1645/13107,0.125505455100,1/8,0.125000000000,0.000505455100,0.000505455100
q_mod,6,64,29,4,26/13107,0.001983672847,1/16,0.062500000000,-0.060516327153,0.060516327153
q_mod,6,64,29,5,64/13107,0.004882887007,1/32,0.031250000000,-0.026367112993,0.026367112993
q_mod,6,64,29,6,32/13107,0.002441443503,1/64,0.015625000000,-0.013183556497,0.013183556497
q_mod,6,64,29,7,16/13107,0.001220721752,1/128,0.007812500000,-0.006591778248,0.006591778248
q_mod,6,64,29,8,8/13107,0.000610360876,1/256,0.003906250000,-0.003295889124,0.003295889124
q_mod,6,64,29,9,4/13107,0.000305180438,1/512,0.001953125000,-0.001647944562,0.001647944562
q_mod,6,64,29,10,2/13107,0.000152590219,1/1024,0.000976562500,-0.000823972281,0.000823972281
q_mod,6,64,29,ge_11,2/13107,0.000152590219,1/1024,0.000976562500,-0.000823972281,0.000823972281
q_mod,6,64,31,1,2/15,0.133333333333,1/2,0.500000000000,-0.366666666667,0.366666666667
q_mod,6,64,31,2,76/255,0.298039215686,1/4,0.250000000000,0.048039215686,0.048039215686
q_mod,6,64,31,3,7376/13107,0.562752727550,1/8,0.125000000000,0.437752727550,0.437752727550
q_mod,6,64,31,4,13/13107,0.000991836423,1/16,0.062500000000,-0.061508163577,0.061508163577
q_mod,6,64,31,5,32/13107,0.002441443503,1/32,0.031250000000,-0.028808556497,0.028808556497
q_mod,6,64,31,6,16/13107,0.001220721752,1/64,0.015625000000,-0.014404278248,0.014404278248
q_mod,6,64,31,7,8/13107,0.000610360876,1/128,0.007812500000,-0.007202139124,0.007202139124
q_mod,6,64,31,8,4/13107,0.000305180438,1/256,0.003906250000,-0.003601069562,0.003601069562
q_mod,6,64,31,9,2/13107,0.000152590219,1/512,0.001953125000,-0.001800534781,0.001800534781
q_mod,6,64,31,10,1/13107,0.000076295109,1/1024,0.000976562500,-0.000900267391,0.000900267391
q_mod,6,64,31,ge_11,1/13107,0.000076295109,1/1024,0.000976562500,-0.000900267391,0.000900267391
q_mod,6,64,33,1,24113/26214,0.919851987488,1/2,0.500000000000,0.419851987488,0.419851987488
q_mod,6,64,33,2,1693/52428,0.032291905089,1/4,0.250000000000,-0.217708094911,0.217708094911
q_mod,6,64,33,3,2509/104856,0.023928053712,1/8,0.125000000000,-0.101071946288,0.101071946288
q_mod,6,64,33,4,2509/209712,0.011964026856,1/16,0.062500000000,-0.050535973144,0.050535973144
q_mod,6,64,33,5,2509/419424,0.005982013428,1/32,0.031250000000,-0.025267986572,0.025267986572
q_mod,6,64,33,6,2509/838848,0.002991006714,1/64,0.015625000000,-0.012633993286,0.012633993286
q_mod,6,64,33,7,2509/1677696,0.001495503357,1/128,0.007812500000,-0.006316996643,0.006316996643
q_mod,6,64,33,8,2509/3355392,0.000747751678,1/256,0.003906250000,-0.003158498322,0.003158498322
q_mod,6,64,33,9,2509/6710784,0.000373875839,1/512,0.001953125000,-0.001579249161,0.001579249161
q_mod,6,64,33,10,2509/13421568,0.000186937920,1/1024,0.000976562500,-0.000789624580,0.000789624580
q_mod,6,64,33,ge_11,2509/13421568,0.000186937920,1/1024,0.000976562500,-0.000789624580,0.000789624580
q_mod,6,64,35,1,11006/13107,0.839703974975,1/2,0.500000000000,0.339703974975,0.339703974975
q_mod,6,64,35,2,1693/26214,0.064583810178,1/4,0.250000000000,-0.185416189822,0.185416189822
q_mod,6,64,35,3,2509/52428,0.047856107424,1/8,0.125000000000,-0.077143892576,0.077143892576
q_mod,6,64,35,4,2509/104856,0.023928053712,1/16,0.062500000000,-0.038571946288,0.038571946288
q_mod,6,64,35,5,2509/209712,0.011964026856,1/32,0.031250000000,-0.019285973144,0.019285973144
q_mod,6,64,35,6,2509/419424,0.005982013428,1/64,0.015625000000,-0.009642986572,0.009642986572
q_mod,6,64,35,7,2509/838848,0.002991006714,1/128,0.007812500000,-0.004821493286,0.004821493286
q_mod,6,64,35,8,2509/1677696,0.001495503357,1/256,0.003906250000,-0.002410746643,0.002410746643
q_mod,6,64,35,9,2509/3355392,0.000747751678,1/512,0.001953125000,-0.001205373322,0.001205373322
q_mod,6,64,35,10,2509/6710784,0.000373875839,1/1024,0.000976562500,-0.000602686661,0.000602686661
q_mod,6,64,35,ge_11,2509/6710784,0.000373875839,1/1024,0.000976562500,-0.000602686661,0.000602686661
q_mod,6,64,37,1,1/15,0.066666666667,1/2,0.500000000000,-0.433333333333,0.433333333333
q_mod,6,64,37,2,98/255,0.384313725490,1/4,0.250000000000,0.134313725490,0.134313725490
q_mod,6,64,37,3,6784/13107,0.517586022736,1/8,0.125000000000,0.392586022736,0.392586022736
q_mod,6,64,37,4,410/13107,0.031280994888,1/16,0.062500000000,-0.031219005112,0.031219005112
q_mod,6,64,37,5,1/13107,0.000076295109,1/32,0.031250000000,-0.031173704891,0.031173704891
q_mod,6,64,37,6,1/26214,0.000038147555,1/64,0.015625000000,-0.015586852445,0.015586852445
q_mod,6,64,37,7,1/52428,0.000019073777,1/128,0.007812500000,-0.007793426223,0.007793426223
q_mod,6,64,37,8,1/104856,0.000009536889,1/256,0.003906250000,-0.003896713111,0.003896713111
q_mod,6,64,37,9,1/209712,0.000004768444,1/512,0.001953125000,-0.001948356556,0.001948356556
q_mod,6,64,37,10,1/419424,0.000002384222,1/1024,0.000976562500,-0.000974178278,0.000974178278
q_mod,6,64,37,ge_11,1/419424,0.000002384222,1/1024,0.000976562500,-0.000974178278,0.000974178278
q_mod,6,64,39,1,8/15,0.533333333333,1/2,0.500000000000,0.033333333333,0.033333333333
q_mod,6,64,39,2,19/255,0.074509803922,1/4,0.250000000000,-0.175490196078,0.175490196078
q_mod,6,64,39,3,1844/13107,0.140688181888,1/8,0.125000000000,0.015688181888,0.015688181888
q_mod,6,64,39,4,3280/13107,0.250247959106,1/16,0.062500000000,0.187747959106,0.187747959106
